x,y,topo,res_1,res_2,res_3,res_4,res_5,res_6,res_7,res_8,res_9,res_10,res_11,res_12,dep_top_1,dep_top_2,dep_top_3,dep_top_4,dep_top_5,dep_top_6,dep_top_7,dep_top_8,dep_top_9,dep_top_10,dep_top_11,dep_top_12,dep_bot_1,dep_bot_2,dep_bot_3,dep_bot_4,dep_bot_5,dep_bot_6,dep_bot_7,dep_bot_8,dep_bot_9,dep_bot_10,dep_bot_11,dep_bot_12
109017.8,453058.4,-5.72,19.39,22.52,24.35,24.71,23.94,22.48,20.71,18.9,17.19,15.64,14.24,12.9,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109018.7,453058.8,-5.76,22.35,24.92,26.05,25.81,24.61,22.87,20.94,19.04,17.3,15.76,14.42,13.35,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109019.6,453059.3,-5.75,25.28,27.19,27.6,26.79,25.17,23.18,21.1,19.13,17.37,15.85,14.59,13.58,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109020.4,453059.8,-5.78,29.61,30.12,29.64,28.15,26.06,23.74,21.47,19.39,17.57,16.04,14.83,13.9,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109021.3,453060.2,-5.75,33.31,32.72,31.76,29.84,27.36,24.72,22.2,19.94,18,16.4,15.18,14.41,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109022.2,453060.8,-5.77,33.55,33.29,32.1,29.93,27.31,24.63,22.11,19.87,17.97,16.41,15.28,14.83,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109022.9,453061.5,-5.81,31.92,32.49,31.55,29.56,27.07,24.48,22.03,19.84,17.98,16.45,15.37,15.16,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109023.6,453062.2,-5.72,23.52,28.53,29.79,29.13,27.29,24.94,22.53,20.28,18.32,16.69,15.38,14.77,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109024.5,453062.7,-5.7,19.26,22.89,26.04,26.79,25.89,24.11,22.02,19.96,18.1,16.51,15.18,13.92,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109025.3,453063.2,-5.73,16.65,20.8,23.91,24.9,24.33,22.88,21.08,19.26,17.58,16.12,14.83,13.33,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109026.2,453063.8,-5.73,16.1,19.74,22.83,24.08,23.77,22.52,20.86,19.13,17.51,16.08,14.8,13.47,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109027.1,453064,-5.8,17.59,20.72,23.25,24.16,23.69,22.38,20.72,19.01,17.42,16.02,14.78,13.43,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109028,453064.4,-5.79,21.37,23.39,24.97,25.24,24.37,22.82,21.02,19.22,17.58,16.16,14.95,13.79,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109028.9,453064.8,-5.69,25.84,26.8,27.34,26.83,25.44,23.56,21.53,19.6,17.87,16.4,15.22,14.5,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109029.8,453065.2,-5.72,29.47,29.71,29.39,28.19,26.31,24.11,21.89,19.83,18.03,16.52,15.38,14.8,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109030.6,453065.8,-5.72,32.91,32.47,31.32,29.43,27.07,24.57,22.16,19.99,18.12,16.58,15.43,14.91,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109031.4,453066.4,-5.8,36.35,35.13,33.11,30.53,27.71,24.92,22.34,20.07,18.13,16.55,15.38,14.85,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109032.3,453067,-5.67,35.99,35.07,33.11,30.49,27.62,24.8,22.21,19.93,17.99,16.39,15.16,14.34,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109033,453067.6,-5.66,33.8,33.48,31.97,29.63,26.95,24.28,21.8,19.61,17.71,16.12,14.86,13.82,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109033.8,453068.3,-5.75,34.18,33.64,31.89,29.42,26.7,24.03,21.59,19.42,17.54,15.94,14.64,13.78,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109034.6,453068.9,-5.75,34.69,33.72,31.6,28.97,26.22,23.61,21.24,19.14,17.3,15.69,14.36,13.96,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109035.3,453069.5,-5.68,30.42,32.79,31.9,29.68,26.99,24.28,21.77,19.55,17.6,15.88,14.28,13.09,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109036.2,453070.1,-5.61,30.41,31.5,32.16,30.47,27.86,25.06,22.41,20.05,18,16.19,14.48,12.58,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109037,453070.7,-5.7,32.11,32.11,30.75,28.53,26.01,23.52,21.22,19.16,17.34,15.66,13.93,12.81,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109037.8,453071.2,-5.66,29.79,30.14,29.3,27.56,25.39,23.14,21,19.06,17.31,15.68,14.02,12.36,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109038.7,453071.6,-5.71,28.19,28.5,27.87,26.44,24.58,22.59,20.65,18.86,17.22,15.67,14.08,12.2,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109039.6,453071.8,-5.77,28.08,28.09,27.43,26.11,24.39,22.53,20.7,18.98,17.4,15.91,14.39,12.5,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109040.5,453072.4,-5.74,28.57,28.38,27.68,26.41,24.75,22.94,21.14,19.44,17.88,16.42,15,13.6,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109041.4,453072.8,-5.83,27.67,27.74,27.35,26.34,24.89,23.21,21.49,19.85,18.34,16.94,15.65,14.6,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109042.2,453073.4,-5.75,25.18,25.87,26.12,25.65,24.58,23.17,21.63,20.11,18.69,17.39,16.23,15.28,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109043,453073.9,-5.77,22.72,23.96,24.84,24.91,24.26,23.14,21.79,20.39,19.07,17.88,16.85,16.04,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109043.9,453074.3,-5.75,22.08,23.36,24.4,24.7,24.25,23.28,22.04,20.73,19.48,18.38,17.47,16.71,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109044.7,453075,-5.8,23.58,24.45,25.21,25.34,24.8,23.79,22.53,21.21,19.98,18.94,18.15,17.46,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109045.5,453075.4,-5.8,24.56,25.28,25.95,26.03,25.45,24.41,23.12,21.78,20.56,19.57,18.91,18.52,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109046.3,453076.1,-5.78,24.73,25.46,26.31,26.54,26.06,25.05,23.77,22.43,21.2,20.24,19.73,20.07,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109047,453076.8,-5.79,22.73,23.87,25.4,26.17,26.05,25.25,24.08,22.81,21.63,20.72,20.35,21.26,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109047.7,453077.5,-5.82,17.66,20.3,22.97,24.59,25.04,24.63,23.73,22.63,21.58,20.78,20.53,21.43,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109048.5,453078.1,-5.74,13.7,17.08,20.59,22.93,23.93,23.91,23.27,22.34,21.4,20.68,20.44,21.15,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109049.4,453078.5,-5.8,12.19,15.54,19.22,21.82,23.09,23.28,22.79,21.98,21.12,20.43,20.15,20.56,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109050.2,453079.2,-5.78,10.73,14.21,18.07,20.89,22.35,22.7,22.34,21.62,20.8,20.12,19.77,20.03,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109051,453079.7,-5.63,9.87,13.43,17.34,20.23,21.78,22.22,21.94,21.26,20.47,19.76,19.3,19.56,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109051.8,453080.4,-5.75,10.82,13.85,17.26,19.81,21.19,21.58,21.29,20.64,19.87,19.13,18.53,17.99,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109052.6,453080.9,-5.73,13.13,15.43,18.08,20.04,21.06,21.24,20.86,20.16,19.35,18.57,17.83,16.64,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109053.5,453081.4,-5.81,15.98,17.59,19.51,20.89,21.51,21.43,20.88,20.06,19.16,18.29,17.47,16.43,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109054.4,453081.8,-5.75,17.71,19.01,20.53,21.58,21.94,21.68,20.99,20.06,19.06,18.1,17.23,16.58,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109055.2,453082.4,-5.77,17.5,19.05,20.67,21.72,22.04,21.72,20.97,19.97,18.9,17.86,16.94,16.6,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109056.1,453082.9,-5.69,17.19,18.78,20.39,21.42,21.72,21.38,20.6,19.57,18.46,17.38,16.38,15.57,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109056.9,453083.4,-5.82,17.62,19,20.43,21.32,21.51,21.09,20.25,19.17,18.01,16.88,15.79,14.38,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109057.8,453083.9,-5.79,19.42,20.39,21.44,22.02,21.97,21.35,20.34,19.13,17.86,16.64,15.48,14.04,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109058.6,453084.5,-5.71,21.81,22.28,22.91,23.15,22.8,21.93,20.7,19.31,17.89,16.55,15.35,14.16,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109059.4,453085.1,-5.68,23.92,23.99,24.38,24.39,23.79,22.67,21.21,19.61,18.02,16.55,15.32,14.56,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109060.1,453085.8,-5.69,23.7,23.89,24.71,24.87,24.24,23,21.4,19.66,17.94,16.37,15.11,14.56,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109061,453086.3,-5.7,22.64,24.17,25.1,25.07,24.18,22.73,20.99,19.15,17.38,15.78,14.55,14.08,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109061.8,453086.9,-5.73,24.23,25.43,26.06,25.76,24.61,22.94,21.01,19.02,17.11,15.4,14.05,13.46,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109062.6,453087.4,-5.67,26.98,27.49,27.62,26.91,25.39,23.43,21.25,19.05,16.97,15.09,13.54,12.97,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109063.4,453088.1,-5.78,28.81,29,28.95,28.04,26.22,23.99,21.57,19.16,16.89,14.83,12.93,12.36,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109064.1,453088.8,-5.61,29.89,30.01,30.07,29.89,28.57,26.44,23.71,20.83,18.09,15.59,13.36,10.82,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109065,453089.3,-5.63,32.53,33.04,33.3,32.59,30.63,27.84,24.59,21.33,18.29,15.56,13.07,10.45,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109065.8,453089.8,-5.63,36.33,37.26,37.88,36.58,33.77,30.12,26.17,22.36,18.91,15.89,13.17,10.6,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109066.7,453090.3,-5.62,38.61,40.83,43.15,41.7,38,33.33,28.46,23.92,19.94,16.54,13.59,10.63,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109067.6,453090.5,-5.68,43.43,48.86,48.25,44.27,38.96,33.32,27.99,23.3,19.33,16.01,13.16,11.11,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109068.5,453091.1,-5.8,54.67,53.52,49.68,44.14,38.03,32.14,26.87,22.36,18.61,15.51,13.08,12.73,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109069.4,453091.5,-5.73,59.14,57.92,53.78,47.62,40.8,34.24,28.42,23.51,19.49,16.29,14,13.86,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109070.3,453092,-5.66,57.6,57.8,54.59,48.74,41.84,35.06,29.01,23.92,19.79,16.58,14.33,13.57,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109071.1,453092.5,-5.6,55.17,56.95,54.93,49.6,42.75,35.81,29.55,24.28,20.04,16.77,14.45,12.93,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109072,453093,-5.73,57.12,58.54,56.43,50.95,43.85,36.65,30.15,24.71,20.34,17,14.61,13.01,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109072.8,453093.5,-5.71,59.64,60.83,58.68,52.99,45.55,37.95,31.11,25.38,20.82,17.33,14.82,13.26,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109073.6,453094.2,-5.74,58.81,60.46,58.64,53.15,45.77,38.16,31.27,25.49,20.89,17.36,14.79,13.13,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109074.4,453094.8,-5.72,55.43,57.98,56.96,52.08,45.11,37.74,30.99,25.29,20.73,17.22,14.6,12.68,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109075.1,453095.5,-5.75,53.84,56.91,56.42,51.94,45.17,37.86,31.1,25.37,20.76,17.19,14.51,12.37,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109075.9,453096,-5.78,55.46,57.67,56.65,51.95,45.13,37.83,31.08,25.35,20.74,17.15,14.44,12.43,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109076.8,453096.4,-5.76,55.29,57.34,56.38,51.83,45.13,37.9,31.16,25.42,20.77,17.15,14.39,12.36,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109077.7,453096.9,-5.71,54.52,56.35,55.3,50.86,44.39,37.36,30.8,25.17,20.59,16.99,14.24,12.29,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109078.6,453097.3,-5.72,53.43,55.04,53.94,49.66,43.44,36.67,30.31,24.82,20.34,16.78,14.02,12.04,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109079.5,453097.7,-5.75,50.09,52.34,51.87,48.19,42.43,35.99,29.84,24.49,20.09,16.57,13.78,11.42,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109080.4,453098.3,-5.68,47.43,49.85,49.75,46.48,41.14,35.05,29.18,24.02,19.75,16.32,13.56,11.02,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109081.2,453098.9,-5.73,49.39,50.76,50.12,46.64,41.24,35.15,29.28,24.12,19.84,16.4,13.66,11.17,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109082,453099.5,-5.73,52.08,52.55,51.04,47.05,41.43,35.27,29.4,24.24,19.96,16.55,13.87,11.86,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109082.8,453100,-5.76,51.78,52.45,50.97,47.02,41.47,35.37,29.51,24.36,20.08,16.67,14.03,12.1,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109083.5,453100.7,-5.63,51.82,52.27,50.54,46.51,41,35,29.25,24.18,19.96,16.61,14.05,12.05,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109084.2,453101.4,-5.67,54.55,54.13,51.59,47.05,41.3,35.19,29.4,24.31,20.07,16.71,14.22,12.57,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109085.1,453101.9,-5.7,55.38,54.88,52.06,47.33,41.49,35.36,29.56,24.46,20.2,16.83,14.37,13.28,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109085.8,453102.6,-5.71,53.14,54,51.9,47.66,42.07,36,30.13,24.9,20.51,16.99,14.31,13.22,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109086.5,453103.3,-5.62,49.58,51.71,51.81,49.29,44.62,38.69,32.48,26.72,21.79,17.79,14.67,12.14,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109087.4,453103.8,-5.58,49.25,50.01,49.85,47.75,43.61,38.1,32.14,26.5,21.61,17.61,14.43,11.63,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109088.2,453104.4,-5.61,48.02,47.88,47.47,45.54,41.68,36.48,30.85,25.51,20.87,17.05,13.97,11.35,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109089.1,453104.8,-5.66,46.26,45.65,45.48,43.68,39.95,34.96,29.6,24.53,20.12,16.49,13.58,11.29,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109090,453105.1,-5.75,42.82,43.05,43.63,42.18,38.7,33.93,28.77,23.88,19.64,16.15,13.38,11.44,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109090.8,453105.7,-5.67,38.79,40.87,41.96,40.79,37.51,32.91,27.93,23.22,19.13,15.77,13.14,11.32,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109091.7,453106.2,-5.81,37.93,40.59,41.43,40.27,37,32.42,27.47,22.83,18.8,15.51,12.94,11.05,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109092.5,453106.8,-5.66,41.57,42.54,42.29,40.69,36.97,32.13,27.09,22.45,18.47,15.23,12.71,10.94,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
